grid_size,genome_size,mutation_rate,num_threads,omp_singleMeasure_multipleParallelFor,omp_singleMeasure_oneParallelFor,omp_singleMeasure_oneParallelFor_bitset,omp_singleMeasure_oneParallelSectionMultipleFor,seq_singleMeasure_multipleFor,seq_singleMeasure_oneFor,seq_singleMeasure_oneFor_bitset
32,4000,9.999999999999999e-06,32,247.428,156.652,173.61,178.982,-1,-1,-1
32,4000,9.999999999999999e-06,48,369.286,186.998,358.984,261.527,-1,-1,-1
32,4000,9.999999999999999e-06,64,314.059,459.22,231.678,329.911,-1,-1,-1
32,8000,9.999999999999999e-06,1,2371.325,2214.989,2344.499,2316.243,2325.134,2205.134,2352.609
32,8000,9.999999999999999e-06,2,1747.812,1521.981,1698.159,1704.146,-1,-1,-1
32,8000,9.999999999999999e-06,4,991.305,938.862,953.805,1067.133,-1,-1,-1
32,8000,9.999999999999999e-06,6,716.392,661.464,673.289,771.781,-1,-1,-1
32,8000,9.999999999999999e-06,8,562.465,557.799,582.411,600.807,-1,-1,-1
32,8000,9.999999999999999e-06,12,476.963,406.341,432.147,403.671,-1,-1,-1
32,8000,9.999999999999999e-06,16,423.188,282.258,332.998,382.325,-1,-1,-1
32,8000,9.999999999999999e-06,20,396.489,316.564,334.588,389.528,-1,-1,-1
32,8000,9.999999999999999e-06,26,402.904,299.089,305.661,347.749,-1,-1,-1
32,8000,9.999999999999999e-06,32,413.559,292.204,327.464,330.401,-1,-1,-1
32,8000,9.999999999999999e-06,48,757.05,324.832,551.012,364.218,-1,-1,-1
32,8000,9.999999999999999e-06,64,797.093,391.047,376.897,447.527,-1,-1,-1
32,16000,9.999999999999999e-06,1,5779.802,5507.92,6051.637,5727.873,5707.017,5576.948,6032.424
32,16000,9.999999999999999e-06,2,4086.822,3660.13,3933.953,3953.676,-1,-1,-1
32,16000,9.999999999999999e-06,4,2601.376,2228.725,2262.242,2368.546,-1,-1,-1
32,16000,9.999999999999999e-06,6,1815.114,1549.927,1715.346,1654.18,-1,-1,-1
32,16000,9.999999999999999e-06,8,1329.539,1244.518,1215.615,1238.557,-1,-1,-1
32,16000,9.999999999999999e-06,12,1053.98,888.277,981.356,895.067,-1,-1,-1
32,16000,9.999999999999999e-06,16,751.081,674.721,883.997,860.924,-1,-1,-1
32,16000,9.999999999999999e-06,20,797.174,662.581,804.933,716.804,-1,-1,-1
32,16000,9.999999999999999e-06,26,670.701,686.228,755.52,681.507,-1,-1,-1
32,16000,9.999999999999999e-06,32,713.882,529.377,761.504,577.1,-1,-1,-1
32,16000,9.999999999999999e-06,48,1047.81,594.612,834.246,1072.56,-1,-1,-1
32,16000,9.999999999999999e-06,64,731.083,671.321,1591.288,729.699,-1,-1,-1
32,32000,9.999999999999999e-06,1,22597.053,21546.267,23561.471,19426.684,22232.928,21120.813,23697.041
32,32000,9.999999999999999e-06,2,12148.533,11596.694,13821.538,11820.143,-1,-1,-1
32,32000,9.999999999999999e-06,4,7091.635,6634.271,7487.344,6892.387,-1,-1,-1
32,32000,9.999999999999999e-06,6,4925.442,4584.352,5454.761,4684.861,-1,-1,-1
32,32000,9.999999999999999e-06,8,3905.844,3668.805,4252.247,3509.681,-1,-1,-1
32,32000,9.999999999999999e-06,12,2845.248,2597.231,3255.582,2709.638,-1,-1,-1
32,32000,9.999999999999999e-06,16,2243.891,2038.717,2741.783,2163.949,-1,-1,-1
32,32000,9.999999999999999e-06,20,2018.827,1845.577,2640.855,1914.019,-1,-1,-1
32,32000,9.999999999999999e-06,26,1664.407,1601.812,2500.713,1675.549,-1,-1,-1
32,32000,9.999999999999999e-06,32,1651.626,1497.906,2476.766,1576.52,-1,-1,-1
32,32000,9.999999999999999e-06,48,1646.633,1206.572,2855.074,1451.806,-1,-1,-1
32,32000,9.999999999999999e-06,64,1540.331,1270.907,3441.911,1489.746,-1,-1,-1
64,1000,9.999999999999999e-06,1,1496.091,1475.861,1430.833,1486.329,1496.238,1438.668,1430.53
64,1000,9.999999999999999e-06,2,1194.462,1119.743,1119.183,1184.581,-1,-1,-1
64,1000,9.999999999999999e-06,4,721.224,628.207,617.722,727.308,-1,-1,-1
64,1000,9.999999999999999e-06,6,497.561,504.535,452.18,481.058,-1,-1,-1
64,1000,9.999999999999999e-06,8,441.87,349.563,379.46,385.785,-1,-1,-1
64,1000,9.999999999999999e-06,12,317.494,307.782,238.538,326.801,-1,-1,-1
64,1000,9.999999999999999e-06,16,315.893,269.181,198.435,257.918,-1,-1,-1
64,1000,9.999999999999999e-06,20,293.801,218.107,198.361,242.974,-1,-1,-1
64,1000,9.999999999999999e-06,26,242.858,223.141,192.462,229.11,-1,-1,-1
64,1000,9.999999999999999e-06,32,274.615,173.388,173.635,197.998,-1,-1,-1
64,1000,9.999999999999999e-06,48,535.256,271.5,191.681,349.183,-1,-1,-1
64,1000,9.999999999999999e-06,64,403.364,382.15,171.819,427.366,-1,-1,-1
64,2000,9.999999999999999e-06,1,1909.606,1882.707,1863.051,1892.283,1896.122,1862.059,1807.705
64,2000,9.999999999999999e-06,2,1506.934,1352.31,1409.311,1471.948,-1,-1,-1
64,2000,9.999999999999999e-06,4,855.778,739.389,711.221,825.566,-1,-1,-1
64,2000,9.999999999999999e-06,6,621.415,560.657,502.798,613.787,-1,-1,-1
64,2000,9.999999999999999e-06,8,491.185,467.542,428.388,488.523,-1,-1,-1
64,2000,9.999999999999999e-06,12,366.037,337.747,252.711,344.086,-1,-1,-1
64,2000,9.999999999999999e-06,16,352.607,254.462,280.569,269.683,-1,-1,-1
64,2000,9.999999999999999e-06,20,340.417,298.042,248.316,269.315,-1,-1,-1
64,2000,9.999999999999999e-06,26,314.158,234.495,246.041,272.01,-1,-1,-1
64,2000,9.999999999999999e-06,32,257.021,218.338,200.405,232.939,-1,-1,-1
64,2000,9.999999999999999e-06,48,529.412,450.183,243.149,245.98,-1,-1,-1
64,2000,9.999999999999999e-06,64,381.556,396.107,226.699,422.928,-1,-1,-1
64,4000,9.999999999999999e-06,1,3806.104,3765.653,3743.733,3801.664,3768.888,3767.561,3564.47
64,4000,9.999999999999999e-06,2,2951.438,2649.658,2632.123,2763.177,-1,-1,-1
64,4000,9.999999999999999e-06,4,1642.01,1583.757,1538.285,1650.969,-1,-1,-1
64,4000,9.999999999999999e-06,6,1153.691,1121.674,1091.813,1210.727,-1,-1,-1
64,4000,9.999999999999999e-06,8,999.869,865.37,836.914,886.878,-1,-1,-1
64,4000,9.999999999999999e-06,12,657.567,618.876,618.425,604.895,-1,-1,-1
64,4000,9.999999999999999e-06,16,631.149,527.336,483.252,541.723,-1,-1,-1
64,4000,9.999999999999999e-06,20,530.483,444.189,465.707,528.601,-1,-1,-1
64,4000,9.999999999999999e-06,26,549.609,420.255,425.785,492.273,-1,-1,-1
64,4000,9.999999999999999e-06,32,461.725,387.459,396.925,438.091,-1,-1,-1
64,4000,9.999999999999999e-06,48,496.336,524.781,354.408,548.736,-1,-1,-1
64,4000,9.999999999999999e-06,64,669.8,474.861,401.554,397.519,-1,-1,-1
64,8000,9.999999999999999e-06,1,7824.304,6822.228,7330.127,7763.638,7721.887,6987.24,7320.351
64,8000,9.999999999999999e-06,2,5287.342,4792.003,5243.397,5216.153,-1,-1,-1
64,8000,9.999999999999999e-06,4,3238.989,2894.698,2730.383,3110.661,-1,-1,-1
64,8000,9.999999999999999e-06,6,2198.2,1951.536,2262.83,2133.552,-1,-1,-1
64,8000,9.999999999999999e-06,8,1800.206,1412.11,1663.067,1556.392,-1,-1,-1
64,8000,9.999999999999999e-06,12,1308.131,1080.881,1155.266,1142.86,-1,-1,-1
64,8000,9.999999999999999e-06,16,1082.597,796.051,982.851,904.164,-1,-1,-1
64,8000,9.999999999999999e-06,20,979.639,781.196,876.483,895.991,-1,-1,-1
64,8000,9.999999999999999e-06,26,814.782,696.298,780.747,700.423,-1,-1,-1
64,8000,9.999999999999999e-06,32,713.444,582.547,753.772,747.279,-1,-1,-1
64,8000,9.999999999999999e-06,48,1033.273,595.803,827.875,818.83,-1,-1,-1
64,8000,9.999999999999999e-06,64,653.009,755.016,796.047,903.586,-1,-1,-1
64,16000,9.999999999999999e-06,1,23900.106,21876.453,23776.141,23626.342,23693.665,22021.968,23755.146
64,16000,9.999999999999999e-06,2,15724.713,13712.544,13824.586,15337.886,-1,-1,-1
64,16000,9.999999999999999e-06,4,9027.586,7798.567,7593.364,8692.518,-1,-1,-1
64,16000,9.999999999999999e-06,6,6084.248,5408.787,5607.183,6014.279,-1,-1,-1
64,16000,9.999999999999999e-06,8,4643.054,3829.194,4388.451,4520.208,-1,-1,-1
64,16000,9.999999999999999e-06,12,3230.389,2839.805,3319.673,3128.568,-1,-1,-1
64,16000,9.999999999999999e-06,16,2526.289,2355.637,2926.703,2523.612,-1,-1,-1
64,16000,9.999999999999999e-06,20,2138.967,1959.246,2797.8,2097.025,-1,-1,-1
64,16000,9.999999999999999e-06,26,1988.567,1721.753,2639.093,1812.381,-1,-1,-1
64,16000,9.999999999999999e-06,32,1608.331,1419.374,2584.6,1696.184,-1,-1,-1
64,16000,9.999999999999999e-06,48,1745.913,1224.413,3457.738,1659.116,-1,-1,-1
64,16000,9.999999999999999e-06,64,1435.058,1152.042,3702.735,1319.498,-1,-1,-1
64,32000,9.999999999999999e-06,1,85253.315,75906.048,95413.084,103479.031,83177.568,85505.769,98244.321
64,32000,9.999999999999999e-06,2,64470.201,46227.019,50611.912,49432.883,-1,-1,-1
64,32000,9.999999999999999e-06,4,28343.183,24958.617,26494.728,27529.648,-1,-1,-1
64,32000,9.999999999999999e-06,6,21554.182,18368.444,19940.224,20952.106,-1,-1,-1
64,32000,9.999999999999999e-06,8,15805.106,13779.336,15342.655,15212.598,-1,-1,-1
64,32000,9.999999999999999e-06,12,10853.102,9332.591,12324.223,10462.692,-1,-1,-1
64,32000,9.999999999999999e-06,16,8145.613,7255.497,10012.709,8063.192,-1,-1,-1
64,32000,9.999999999999999e-06,20,7056.093,6041.169,9803.001,6887.961,-1,-1,-1
64,32000,9.999999999999999e-06,26,5785.871,5010.953,9142.601,5606.401,-1,-1,-1
64,32000,9.999999999999999e-06,32,5000.797,4357.49,8859.658,4837.266,-1,-1,-1
64,32000,9.999999999999999e-06,48,4525.327,3889.501,13375.065,4367.108,-1,-1,-1
64,32000,9.999999999999999e-06,64,4189.711,3495.297,13939.25,3761.219,-1,-1,-1
16,1000,9.999999999999999e-05,1,294.784,252.364,215.662,288.87,285.585,250.785,215.673
16,1000,9.999999999999999e-05,2,250.033,170.842,150.829,235.153,-1,-1,-1
16,1000,9.999999999999999e-05,4,126.923,125.988,91.611,154.418,-1,-1,-1
16,1000,9.999999999999999e-05,6,132.288,100.604,86.965,130.993,-1,-1,-1
16,1000,9.999999999999999e-05,8,186.488,102.504,57.764,117.973,-1,-1,-1
16,1000,9.999999999999999e-05,12,101.182,65.984,88.923,79.516,-1,-1,-1
16,1000,9.999999999999999e-05,16,137.31,81.144,67.241,83.22,-1,-1,-1
16,1000,9.999999999999999e-05,20,155.239,61.811,115.465,152.781,-1,-1,-1
16,1000,9.999999999999999e-05,26,137.277,91.378,95.175,100.854,-1,-1,-1
16,1000,9.999999999999999e-05,32,175.955,97.55,75.994,127.641,-1,-1,-1
16,1000,9.999999999999999e-05,48,446.308,315.64,179.745,241.563,-1,-1,-1
16,1000,9.999999999999999e-05,64,267.462,232.07,220.17,269.693,-1,-1,-1
16,2000,9.999999999999999e-05,1,588.196,511.258,440.61,577.1,577.044,507.609,439.047
16,2000,9.999999999999999e-05,2,465.176,326.256,288.338,444.519,-1,-1,-1
16,2000,9.999999999999999e-05,4,274.726,232.115,170.771,254.22,-1,-1,-1
16,2000,9.999999999999999e-05,6,223.41,139.784,143.502,213.35,-1,-1,-1
16,2000,9.999999999999999e-05,8,189.526,134.975,166.384,185.174,-1,-1,-1
16,2000,9.999999999999999e-05,12,179.647,88.886,124.523,152.964,-1,-1,-1
16,2000,9.999999999999999e-05,16,154.246,91.528,97.4,115.856,-1,-1,-1
16,2000,9.999999999999999e-05,20,179.497,134.424,87.473,177.702,-1,-1,-1
16,2000,9.999999999999999e-05,26,150.961,113.24,132.217,127.501,-1,-1,-1
16,2000,9.999999999999999e-05,32,209.325,85.499,93.634,146.391,-1,-1,-1
16,2000,9.999999999999999e-05,48,401.522,185.986,189.027,482.54,-1,-1,-1
16,2000,9.999999999999999e-05,64,569.757,165.72,183.958,293.784,-1,-1,-1
16,4000,9.999999999999999e-05,1,1421.17,1308.364,1178.596,1390.483,1404.438,1311.636,1178.646
16,4000,9.999999999999999e-05,2,1009.711,874.082,765.86,974.302,-1,-1,-1
16,4000,9.999999999999999e-05,4,616.126,494.053,518.07,524.167,-1,-1,-1
16,4000,9.999999999999999e-05,6,449.718,364.047,383.784,376.036,-1,-1,-1
16,4000,9.999999999999999e-05,8,365.483,284.559,258.713,332.099,-1,-1,-1
16,4000,9.999999999999999e-05,12,260.417,256.916,185.085,231.811,-1,-1,-1
16,4000,9.999999999999999e-05,16,272.253,214.541,196.149,273.708,-1,-1,-1
16,4000,9.999999999999999e-05,20,258.058,216.061,167.01,245.809,-1,-1,-1
16,4000,9.999999999999999e-05,26,238.375,193.672,208.95,277.982,-1,-1,-1
16,4000,9.999999999999999e-05,32,349.401,162.151,180.993,220.718,-1,-1,-1
16,4000,9.999999999999999e-05,48,371.362,201.0,322.46,440.919,-1,-1,-1
16,4000,9.999999999999999e-05,64,495.034,406.904,491.497,550.562,-1,-1,-1
16,8000,9.999999999999999e-05,1,3227.295,3151.855,3297.758,3161.33,3159.209,3189.188,3306.498
16,8000,9.999999999999999e-05,2,2210.832,2024.114,2312.261,2195.907,-1,-1,-1
16,8000,9.999999999999999e-05,4,1300.51,1142.553,1306.31,1271.702,-1,-1,-1
16,8000,9.999999999999999e-05,6,844.472,819.284,980.56,803.862,-1,-1,-1
16,8000,9.999999999999999e-05,8,746.533,610.557,665.483,698.266,-1,-1,-1
16,8000,9.999999999999999e-05,12,605.315,506.492,480.953,469.02,-1,-1,-1
16,8000,9.999999999999999e-05,16,485.413,326.259,453.738,428.633,-1,-1,-1
16,8000,9.999999999999999e-05,20,449.136,386.772,390.819,427.798,-1,-1,-1
16,8000,9.999999999999999e-05,26,455.59,366.687,374.93,401.413,-1,-1,-1
16,8000,9.999999999999999e-05,32,488.71,385.07,369.365,452.304,-1,-1,-1
16,8000,9.999999999999999e-05,48,460.709,454.582,514.631,555.9,-1,-1,-1
16,8000,9.999999999999999e-05,64,440.77,383.493,599.728,471.53,-1,-1,-1
16,16000,9.999999999999999e-05,1,8014.935,8146.796,8926.38,7868.188,7888.0,8073.014,8922.541
16,16000,9.999999999999999e-05,2,5174.277,4959.616,5476.405,4885.631,-1,-1,-1
16,16000,9.999999999999999e-05,4,2991.437,2821.208,2989.511,2879.094,-1,-1,-1
16,16000,9.999999999999999e-05,6,2141.956,1899.619,2118.595,1990.963,-1,-1,-1
16,16000,9.999999999999999e-05,8,1556.929,1572.244,1582.6,1461.774,-1,-1,-1
16,16000,9.999999999999999e-05,12,1098.565,1094.824,1178.16,1081.704,-1,-1,-1
16,16000,9.999999999999999e-05,16,1051.821,879.738,1017.52,954.91,-1,-1,-1
16,16000,9.999999999999999e-05,20,915.649,770.046,946.384,770.861,-1,-1,-1
16,16000,9.999999999999999e-05,26,861.372,634.85,909.807,676.99,-1,-1,-1
16,16000,9.999999999999999e-05,32,814.883,571.624,891.908,751.577,-1,-1,-1
16,16000,9.999999999999999e-05,48,758.964,685.544,1216.716,705.653,-1,-1,-1
16,16000,9.999999999999999e-05,64,878.195,693.461,1438.024,885.442,-1,-1,-1
16,32000,9.999999999999999e-05,1,16703.633,17400.398,19584.494,16821.326,16872.141,17203.977,19678.943
16,32000,9.999999999999999e-05,2,11092.596,10814.486,11980.274,10778.347,-1,-1,-1
16,32000,9.999999999999999e-05,4,6310.345,6409.295,6491.383,6147.911,-1,-1,-1
16,32000,9.999999999999999e-05,6,4265.105,4236.436,4375.807,4300.881,-1,-1,-1
16,32000,9.999999999999999e-05,8,3421.362,3330.18,3311.542,3366.225,-1,-1,-1
16,32000,9.999999999999999e-05,12,2474.047,2227.681,2364.18,2274.163,-1,-1,-1
16,32000,9.999999999999999e-05,16,1852.814,1858.54,2059.367,1835.147,-1,-1,-1
16,32000,9.999999999999999e-05,20,1670.687,1545.234,1977.507,1505.941,-1,-1,-1
16,32000,9.999999999999999e-05,26,1428.489,1342.774,1853.469,1394.108,-1,-1,-1
16,32000,9.999999999999999e-05,32,1205.22,1188.856,1855.599,1252.657,-1,-1,-1
16,32000,9.999999999999999e-05,48,1470.22,1597.378,3743.886,1160.363,-1,-1,-1
16,32000,9.999999999999999e-05,64,1085.042,1060.792,4283.144,1443.866,-1,-1,-1
32,1000,9.999999999999999e-05,1,1056.792,1009.546,908.418,1042.714,1044.443,977.559,897.067
32,1000,9.999999999999999e-05,2,863.254,655.931,738.553,843.055,-1,-1,-1
32,1000,9.999999999999999e-05,4,509.307,359.347,422.688,437.058,-1,-1,-1
32,1000,9.999999999999999e-05,6,371.813,292.861,292.583,289.612,-1,-1,-1
32,1000,9.999999999999999e-05,8,328.276,232.847,180.723,283.67,-1,-1,-1
32,1000,9.999999999999999e-05,12,250.766,208.194,167.537,264.823,-1,-1,-1
32,1000,9.999999999999999e-05,16,218.501,153.348,145.16,190.455,-1,-1,-1
32,1000,9.999999999999999e-05,20,249.27,173.013,174.762,228.834,-1,-1,-1
32,1000,9.999999999999999e-05,26,195.147,165.705,143.596,158.748,-1,-1,-1
32,1000,9.999999999999999e-05,32,227.005,132.062,155.279,168.951,-1,-1,-1
32,1000,9.999999999999999e-05,48,525.69,260.096,368.204,194.116,-1,-1,-1
32,1000,9.999999999999999e-05,64,586.708,292.653,398.874,474.638,-1,-1,-1
32,2000,9.999999999999999e-05,1,2093.55,2027.164,1935.783,2080.37,2077.482,2031.831,1929.985
32,2000,9.999999999999999e-05,2,1544.935,1464.989,1523.497,1540.175,-1,-1,-1
32,2000,9.999999999999999e-05,4,958.957,744.506,886.348,804.645,-1,-1,-1
32,2000,9.999999999999999e-05,6,570.249,532.222,627.478,547.699,-1,-1,-1
32,2000,9.999999999999999e-05,8,538.064,462.995,487.297,554.488,-1,-1,-1
32,2000,9.999999999999999e-05,12,398.971,271.422,376.237,378.742,-1,-1,-1
32,2000,9.999999999999999e-05,16,342.147,227.872,286.854,326.757,-1,-1,-1
32,2000,9.999999999999999e-05,20,337.22,258.198,265.134,310.084,-1,-1,-1
32,2000,9.999999999999999e-05,26,315.566,300.207,298.433,301.619,-1,-1,-1
32,2000,9.999999999999999e-05,32,346.719,252.862,211.081,258.951,-1,-1,-1
32,2000,9.999999999999999e-05,48,697.889,374.972,401.648,395.787,-1,-1,-1
32,2000,9.999999999999999e-05,64,434.713,421.411,508.769,436.6,-1,-1,-1
32,4000,9.999999999999999e-05,1,5594.489,5296.067,5676.853,5406.055,5447.935,5386.045,5633.416
32,4000,9.999999999999999e-05,2,3943.061,3447.892,3904.329,3753.411,-1,-1,-1
32,4000,9.999999999999999e-05,4,2383.526,2014.87,2252.677,2336.437,-1,-1,-1
32,4000,9.999999999999999e-05,6,1518.815,1417.728,1611.228,1449.094,-1,-1,-1
32,4000,9.999999999999999e-05,8,1153.38,1120.437,1173.782,1174.626,-1,-1,-1
32,4000,9.999999999999999e-05,12,941.226,830.357,849.028,938.208,-1,-1,-1
32,4000,9.999999999999999e-05,16,632.422,582.134,661.942,674.363,-1,-1,-1
32,4000,9.999999999999999e-05,20,671.676,626.474,603.553,612.313,-1,-1,-1
32,4000,9.999999999999999e-05,26,691.341,559.212,558.949,553.386,-1,-1,-1
32,4000,9.999999999999999e-05,32,517.487,459.64,575.069,607.709,-1,-1,-1
32,4000,9.999999999999999e-05,48,738.206,559.602,765.508,736.16,-1,-1,-1
32,4000,9.999999999999999e-05,64,650.625,539.791,692.242,843.319,-1,-1,-1
32,8000,9.999999999999999e-05,1,15718.231,14254.229,16857.439,15412.797,15496.7,14525.706,17001.61
32,8000,9.999999999999999e-05,2,9884.097,9001.611,11508.993,9489.978,-1,-1,-1
32,8000,9.999999999999999e-05,4,5845.752,5279.073,6524.843,5636.277,-1,-1,-1
32,8000,9.999999999999999e-05,6,3975.954,3576.746,4526.247,3741.797,-1,-1,-1
32,8000,9.999999999999999e-05,8,2990.146,2712.591,3307.412,2940.198,-1,-1,-1
32,8000,9.999999999999999e-05,12,2034.107,1827.98,2373.963,2097.936,-1,-1,-1
32,8000,9.999999999999999e-05,16,1621.0,1421.714,1928.531,1650.861,-1,-1,-1
32,8000,9.999999999999999e-05,20,1450.126,1307.444,1620.926,1470.896,-1,-1,-1
32,8000,9.999999999999999e-05,26,1206.215,1063.109,1470.775,1151.843,-1,-1,-1
32,8000,9.999999999999999e-05,32,1115.89,979.018,1401.134,1198.266,-1,-1,-1
32,8000,9.999999999999999e-05,48,1631.653,922.508,1414.87,1108.04,-1,-1,-1
32,8000,9.999999999999999e-05,64,1172.825,946.67,1769.936,1026.876,-1,-1,-1
32,16000,9.999999999999999e-05,1,44934.631,42021.78,44982.961,43929.645,40027.646,41612.856,44829.791
32,16000,9.999999999999999e-05,2,24467.978,26035.877,26312.649,23525.849,-1,-1,-1
32,16000,9.999999999999999e-05,4,13502.929,12653.011,13490.25,13020.959,-1,-1,-1
32,16000,9.999999999999999e-05,6,9109.778,8442.261,9724.423,8722.816,-1,-1,-1
32,16000,9.999999999999999e-05,8,6824.424,6131.304,7297.991,6587.549,-1,-1,-1
32,16000,9.999999999999999e-05,12,4721.03,4437.398,5312.997,4496.86,-1,-1,-1
32,16000,9.999999999999999e-05,16,3705.611,3465.45,4386.526,3639.341,-1,-1,-1
32,16000,9.999999999999999e-05,20,3018.93,2957.169,4169.497,3056.687,-1,-1,-1
32,16000,9.999999999999999e-05,26,2533.108,2471.591,3945.865,2616.137,-1,-1,-1
32,16000,9.999999999999999e-05,32,2258.265,2194.169,3732.928,2228.031,-1,-1,-1
32,16000,9.999999999999999e-05,48,2242.649,1853.034,4810.923,2410.339,-1,-1,-1
32,16000,9.999999999999999e-05,64,1676.502,1740.648,4974.124,2393.956,-1,-1,-1
32,32000,9.999999999999999e-05,1,97350.258,88111.95,99675.815,83860.719,95820.908,87682.432,99881.502
32,32000,9.999999999999999e-05,2,52945.908,55318.925,53037.845,56865.245,-1,-1,-1
32,32000,9.999999999999999e-05,4,27675.623,25281.908,26518.615,26754.038,-1,-1,-1
32,32000,9.999999999999999e-05,6,20493.1,19585.443,19622.468,20354.688,-1,-1,-1
32,32000,9.999999999999999e-05,8,15092.933,14382.662,15061.207,14571.064,-1,-1,-1
32,32000,9.999999999999999e-05,12,9921.49,9765.65,11451.354,9841.132,-1,-1,-1
32,32000,9.999999999999999e-05,16,7478.565,7154.761,9060.454,7342.215,-1,-1,-1
32,32000,9.999999999999999e-05,20,6236.278,6072.141,8966.62,6157.972,-1,-1,-1
32,32000,9.999999999999999e-05,26,5196.441,4856.363,8192.648,5250.4,-1,-1,-1
32,32000,9.999999999999999e-05,32,4558.184,4192.062,8025.842,4677.78,-1,-1,-1
32,32000,9.999999999999999e-05,48,4182.671,4098.609,12556.966,3954.24,-1,-1,-1
32,32000,9.999999999999999e-05,64,3437.067,3395.368,10801.708,3628.325,-1,-1,-1
64,1000,9.999999999999999e-05,1,4053.172,3924.244,3811.192,4014.126,4045.391,3911.747,3735.331
64,1000,9.999999999999999e-05,2,2988.962,2883.481,2817.473,2949.731,-1,-1,-1
64,1000,9.999999999999999e-05,4,1843.262,1675.569,1657.73,1763.545,-1,-1,-1
64,1000,9.999999999999999e-05,6,1311.6,1048.28,1142.04,1076.184,-1,-1,-1
64,1000,9.999999999999999e-05,8,852.633,759.715,799.451,936.127,-1,-1,-1
64,1000,9.999999999999999e-05,12,617.981,665.462,619.32,590.929,-1,-1,-1
64,1000,9.999999999999999e-05,16,577.784,431.001,540.477,455.102,-1,-1,-1
64,1000,9.999999999999999e-05,20,484.958,440.959,427.6,538.956,-1,-1,-1
64,1000,9.999999999999999e-05,26,491.02,418.045,442.199,499.86,-1,-1,-1
64,1000,9.999999999999999e-05,32,497.111,399.204,343.455,418.622,-1,-1,-1
64,1000,9.999999999999999e-05,48,824.3,406.753,327.892,346.15,-1,-1,-1
64,1000,9.999999999999999e-05,64,605.378,534.655,373.075,365.143,-1,-1,-1
64,2000,9.999999999999999e-05,1,8381.743,7723.036,8220.204,8262.657,8504.203,7853.434,8030.838
64,2000,9.999999999999999e-05,2,5662.679,5362.859,5414.572,5613.781,-1,-1,-1
64,2000,9.999999999999999e-05,4,3488.887,3276.825,2969.359,3473.761,-1,-1,-1
64,2000,9.999999999999999e-05,6,2355.643,2169.086,2198.489,2374.318,-1,-1,-1
64,2000,9.999999999999999e-05,8,1866.478,1694.635,1624.628,1813.498,-1,-1,-1
64,2000,9.999999999999999e-05,12,1213.34,1098.687,1164.587,1249.022,-1,-1,-1
64,2000,9.999999999999999e-05,16,1101.058,812.866,927.323,998.409,-1,-1,-1
64,2000,9.999999999999999e-05,20,854.112,840.432,816.108,837.842,-1,-1,-1
64,2000,9.999999999999999e-05,26,778.082,689.471,714.428,744.948,-1,-1,-1
64,2000,9.999999999999999e-05,32,790.194,702.696,697.474,674.429,-1,-1,-1
64,2000,9.999999999999999e-05,48,803.863,586.991,564.467,866.341,-1,-1,-1
64,2000,9.999999999999999e-05,64,839.005,699.268,624.209,556.073,-1,-1,-1
64,4000,9.999999999999999e-05,1,27261.658,23957.492,27660.039,29541.382,29283.915,23688.69,28597.534
64,4000,9.999999999999999e-05,2,17645.904,15634.79,16975.696,17441.94,-1,-1,-1
64,4000,9.999999999999999e-05,4,10242.914,9188.325,8912.001,10026.442,-1,-1,-1
64,4000,9.999999999999999e-05,6,6683.34,6042.018,7013.3,6706.32,-1,-1,-1
64,4000,9.999999999999999e-05,8,5196.756,4662.144,4732.583,4578.417,-1,-1,-1
64,4000,9.999999999999999e-05,12,3499.209,2912.004,3508.052,3534.825,-1,-1,-1
64,4000,9.999999999999999e-05,16,2608.353,2545.365,2678.769,2762.902,-1,-1,-1
64,4000,9.999999999999999e-05,20,2427.052,2150.603,2323.688,2201.537,-1,-1,-1
64,4000,9.999999999999999e-05,26,1897.649,1681.129,2066.152,1825.899,-1,-1,-1
64,4000,9.999999999999999e-05,32,1746.96,1465.828,1964.334,1539.534,-1,-1,-1
64,4000,9.999999999999999e-05,48,1761.915,1369.0,1712.688,1468.107,-1,-1,-1
64,4000,9.999999999999999e-05,64,1349.356,1316.528,1856.83,1910.023,-1,-1,-1
64,8000,9.999999999999999e-05,1,73217.478,55575.659,76603.551,72722.335,73151.378,61337.413,75195.95
64,8000,9.999999999999999e-05,2,39637.105,38286.393,38777.444,38784.045,-1,-1,-1
64,8000,9.999999999999999e-05,4,20375.77,19677.523,21012.961,19846.064,-1,-1,-1
64,8000,9.999999999999999e-05,6,16109.251,13617.442,14719.388,14312.113,-1,-1,-1
64,8000,9.999999999999999e-05,8,11815.424,9828.74,11589.344,11207.129,-1,-1,-1
64,8000,9.999999999999999e-05,12,7583.696,6654.343,8759.175,7503.098,-1,-1,-1
64,8000,9.999999999999999e-05,16,5782.2,5228.547,7039.531,5541.027,-1,-1,-1
64,8000,9.999999999999999e-05,20,4952.667,4285.858,6176.631,4731.67,-1,-1,-1
64,8000,9.999999999999999e-05,26,3949.942,3540.349,5660.178,3879.063,-1,-1,-1
64,8000,9.999999999999999e-05,32,3616.51,3037.846,5042.837,3367.949,-1,-1,-1
64,8000,9.999999999999999e-05,48,3291.572,2591.545,5660.415,2812.868,-1,-1,-1
64,8000,9.999999999999999e-05,64,3280.177,2592.068,6432.88,2774.427,-1,-1,-1
